college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
Rensselaer Polytechnic Institute,Ice Hockey,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Women,,23,,,"$9,811 ","$225,652 ",,"$1,723,715 ",,"$1,612,127 "
Colgate University,Ice Hockey,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Women,,23,,,"$7,752 ","$178,290 ",,"$1,538,995 ",,"$1,538,995 "
Union College,Ice Hockey,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Women,,23,,,"$7,381 ","$169,767 ",,"$379,128 ",,"$399,213 "
SUNY College at Plattsburgh,Ice Hockey,Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Women,,23,,,"$4,022 ","$92,512 ",,"$278,796 ",,"$271,909 "
Hamilton College,Ice Hockey,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Women,,23,,,"$2,439 ","$56,099 ",,"$151,419 ",,"$151,419 "
Rochester Institute of Technology,Ice Hockey,Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Women,,22,,,"$10,391 ","$228,598 ",,"$604,273 ",,"$604,273 "
Clarkson University,Ice Hockey,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Women,,20,,,"$11,331 ","$226,626 ",,"$1,821,685 ",,"$1,724,456 "
Cornell University,Ice Hockey,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Women,,20,,,"$8,603 ","$172,061 ",,"$830,628 ",,"$830,628 "
SUNY Buffalo State,Ice Hockey,Buffalo,NCAA Division III (with football),"3,485","4,793","8,278","Public, 4-year or above",Women,,20,,,"$3,441 ","$68,827 ",,"$187,860 ",,"$165,391 "
SUNY College at Potsdam,Ice Hockey,Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Women,,20,,,"$2,442 ","$48,830 ",,"$118,461 ",,"$120,240 "
Hobart William Smith Colleges,Ice Hockey,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Women,,18,,,"$3,147 ","$56,651 ",,"$216,377 ",,"$216,377 "
SUNY College of Technology at Canton,Ice Hockey,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Women,,18,,,"$3,235 ","$58,225 ",,"$84,744 ",,"$77,889 "
Syracuse University,Lacrosse,Syracuse,NCAA Division I-A,"6,394","7,835","14,229","Private nonprofit, 4-year or above",Men,61,,"$9,468 ","$577,557 ",,,"$1,942,905 ",,"$2,713,487 ",
Hofstra University,Lacrosse,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Men,44,,"$6,248 ","$274,899 ",,,"$1,647,436 ",,"$1,647,436 ",
St John's University-New York,Lacrosse,Queens,NCAA Division I-AAA,"4,884","5,671","10,555","Private nonprofit, 4-year or above",Men,38,,"$3,763 ","$143,007 ",,,"$1,187,993 ",,"$1,187,993 ",
Colgate University,Lacrosse,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Men,48,,"$5,163 ","$247,809 ",,,"$1,020,487 ",,"$1,020,487 ",
Cornell University,Lacrosse,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Men,45,,"$3,232 ","$145,443 ",,,"$865,902 ",,"$865,902 ",
SUNY at Albany,Lacrosse,Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Men,52,,"$5,136 ","$267,053 ",,,"$926,850 ",,"$857,497 ",
Stony Brook University,Lacrosse,Stony Brook,NCAA Division I-AA,"8,253","6,890","15,143","Public, 4-year or above",Men,38,,"$3,803 ","$144,510 ",,,"$1,295,114 ",,"$852,938 ",
Siena College,Lacrosse,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Men,47,,"$3,146 ","$147,841 ",,,"$747,151 ",,"$747,151 ",
LIU Post,Lacrosse,Brookville,NCAA Division II (with football),"1,317","2,038","3,355","Private nonprofit, 4-year or above",Men,51,,"$2,265 ","$115,499 ",,,"$645,576 ",,"$645,576 ",
Manhattan College,Lacrosse,Riverdale,NCAA Division I-AAA,"1,811","1,465","3,276","Private nonprofit, 4-year or above",Men,38,,"$2,843 ","$108,024 ",,,"$643,442 ",,"$643,442 ",
Marist College,Lacrosse,Poughkeepsie,NCAA Division I-AA,"1,993","2,879","4,872","Private nonprofit, 4-year or above",Men,41,,"$4,197 ","$172,087 ",,,"$616,421 ",,"$616,421 ",
Canisius College,Lacrosse,Buffalo,NCAA Division I-AAA,"1,251","1,449","2,700","Private nonprofit, 4-year or above",Men,48,,"$2,629 ","$126,173 ",,,"$603,606 ",,"$603,606 ",
Adelphi University,Lacrosse,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Men,41,,"$3,392 ","$139,069 ",,,"$570,963 ",,"$570,963 ",
SUNY at Binghamton,Lacrosse,Vestal,NCAA Division I-AAA,"6,746","6,160","12,906","Public, 4-year or above",Men,41,,"$2,188 ","$89,725 ",,,"$585,714 ",,"$566,017 ",
Hobart William Smith Colleges,Lacrosse,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Men,50,,"$2,113 ","$105,640 ",,,"$554,982 ",,"$554,982 ",
Pace University-New York,Lacrosse,New York,NCAA Division II (with football),"2,857","4,362","7,219","Private nonprofit, 4-year or above",Men,48,,"$1,464 ","$70,291 ",,,"$528,282 ",,"$513,912 ",
New York Institute of Technology,Lacrosse,Old Westbury,NCAA Division II (without football),"2,286","1,332","3,618","Private nonprofit, 4-year or above",Men,34,,$571 ,"$19,416 ",,,"$490,840 ",,"$490,840 ",
Rochester Institute of Technology,Lacrosse,Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Men,45,,"$3,176 ","$142,912 ",,,"$466,710 ",,"$466,710 ",
Wagner College,Lacrosse,Staten Island,NCAA Division I-A,657,"1,105","1,762","Private nonprofit, 4-year or above",Men,43,,"$1,862 ","$80,083 ",,,"$456,781 ",,"$448,948 ",
Mercy College,Lacrosse,Dobbs Ferry,NCAA Division II (without football),"1,636","3,474","5,110","Private nonprofit, 4-year or above",Men,46,,"$1,890 ","$86,956 ",,,"$369,307 ",,"$341,479 ",
Molloy College,Lacrosse,Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Men,35,,"$1,198 ","$41,917 ",,,"$324,628 ",,"$324,143 ",
Dowling College,Lacrosse,Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Men,22,,"$1,813 ","$39,881 ",,,"$312,636 ",,"$312,636 ",
Le Moyne College,Lacrosse,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Men,49,,"$1,139 ","$55,793 ",,,"$335,860 ",,"$290,922 ",
Hamilton College,Lacrosse,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Men,50,,"$2,276 ","$113,780 ",,,"$245,478 ",,"$245,478 ",
Union College,Lacrosse,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Men,40,,"$3,058 ","$122,307 ",,,"$238,534 ",,"$242,404 ",
Ithaca College,Lacrosse,Ithaca,NCAA Division III (with football),"2,551","3,452","6,003","Private nonprofit, 4-year or above",Men,37,,"$2,047 ","$75,741 ",,,"$241,072 ",,"$241,072 ",
Roberts Wesleyan College,Lacrosse,Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Men,33,,"$1,695 ","$55,947 ",,,"$239,032 ",,"$239,032 ",
The College of Saint Rose,Lacrosse,Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Men,37,,$986 ,"$36,491 ",,,"$224,628 ",,"$214,863 ",
Rensselaer Polytechnic Institute,Lacrosse,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Men,41,,"$2,315 ","$94,933 ",,,"$221,068 ",,"$205,404 ",
SUNY College at Cortland,Lacrosse,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Men,52,,"$1,653 ","$85,936 ",,,"$196,238 ",,"$196,238 ",
SUNY College at Plattsburgh,Lacrosse,Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Men,58,,"$1,411 ","$81,848 ",,,"$188,271 ",,"$186,904 ",
Saint John Fisher College,Lacrosse,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Men,42,,"$2,163 ","$90,865 ",,,"$183,886 ",,"$183,886 ",
Nazareth College,Lacrosse,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Men,43,,"$1,222 ","$52,551 ",,,"$210,056 ",,"$173,999 ",
Dominican College of Blauvelt,Lacrosse,Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Men,26,,"$1,240 ","$32,248 ",,,"$167,022 ",,"$167,022 ",
Morrisville State College,Lacrosse,Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Men,37,,"$1,480 ","$54,750 ",,,"$161,786 ",,"$161,786 ",
SUNY College at Geneseo,Lacrosse,Geneseo,NCAA Division III (without football),"2,278","3,136","5,414","Public, 4-year or above",Men,37,,"$1,715 ","$63,467 ",,,"$164,601 ",,"$160,883 ",
Vassar College,Lacrosse,Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Men,29,,"$2,085 ","$60,453 ",,,"$164,421 ",,"$158,560 ",
United States Merchant Marine Academy,Lacrosse,Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Men,36,,"$1,340 ","$48,238 ",,,"$153,741 ",,"$153,741 ",
Clarkson University,Lacrosse,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Men,43,,"$1,197 ","$51,465 ",,,"$161,477 ",,"$150,075 ",
Utica College,Lacrosse,Utica,NCAA Division III (with football),969,"1,227","2,196","Private nonprofit, 4-year or above",Men,34,,"$1,132 ","$38,490 ",,,"$150,742 ",,"$145,180 ",
Alfred University,Lacrosse,Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Men,40,,"$1,297 ","$51,887 ",,,"$143,883 ",,"$143,883 ",
St Lawrence University,Lacrosse,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Men,45,,$984 ,"$44,265 ",,,"$143,102 ",,"$143,102 ",
Bard College,Lacrosse,Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Men,19,,"$3,492 ","$66,340 ",,,"$140,044 ",,"$132,411 ",
SUNY Oneonta,Lacrosse,Oneonta,NCAA Division III (without football),"2,237","3,474","5,711","Public, 4-year or above",Men,45,,"$1,140 ","$51,285 ",,,"$130,636 ",,"$130,636 ",
Skidmore College,Lacrosse,Saratoga Springs,NCAA Division III (without football),"1,051","1,546","2,597","Private nonprofit, 4-year or above",Men,37,,"$1,660 ","$61,413 ",,,"$125,964 ",,"$125,964 ",
Hartwick College,Lacrosse,Oneonta,NAIA Division III,591,915,"1,506","Private nonprofit, 4-year or above",Men,34,,"$1,139 ","$38,721 ",,,"$123,580 ",,"$123,580 ",
SUNY College at Potsdam,Lacrosse,Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Men,44,,"$1,201 ","$52,829 ",,,"$120,309 ",,"$120,989 ",
SUNY College at Oswego,Lacrosse,Oswego,NAIA Division III,"3,316","3,516","6,832","Public, 4-year or above",Men,37,,"$1,617 ","$59,813 ",,,"$123,547 ",,"$117,975 ",
Onondaga Community College,Lacrosse,Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Men,44,,"$1,758 ","$77,332 ",,,"$120,401 ",,"$117,507 ",
SUNY College at Brockport,Lacrosse,Brockport,NCAA Division III (with football),"2,904","3,400","6,304","Public, 4-year or above",Men,37,,$918 ,"$33,968 ",,,"$106,499 ",,"$106,499 ",
Genesee Community College,Lacrosse,Batavia,NJCAA Division II,"1,060","1,886","2,946","Public, 2-year",Men,36,,"$1,703 ","$61,316 ",,,"$99,746 ",,"$99,745 ",
Mount Saint Mary College,Lacrosse,Newburgh,NCAA Division III (without football),522,"1,185","1,707","Private nonprofit, 4-year or above",Men,38,,$957 ,"$36,373 ",,,"$100,168 ",,"$99,168 ",
Elmira College,Lacrosse,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Men,21,,"$1,299 ","$27,280 ",,,"$94,697 ",,"$94,697 ",
Keuka College,Lacrosse,Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Men,33,,"$1,360 ","$44,892 ",,,"$89,915 ",,"$89,915 ",
Manhattanville College,Lacrosse,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Men,21,,$636 ,"$13,347 ",,,"$90,394 ",,"$86,505 ",
Hilbert College,Lacrosse,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Men,32,,"$1,729 ","$55,339 ",,,"$77,524 ",,"$77,524 ",
College of Mount Saint Vincent,Lacrosse,Bronx,NCAA Division III (without football),490,"1,087","1,577","Private nonprofit, 4-year or above",Men,33,,"$1,465 ","$48,334 ",,,"$76,007 ",,"$74,168 ",
Nassau Community College,Lacrosse,Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Men,49,,$980 ,"$48,020 ",,,"$73,337 ",,"$73,337 ",
Farmingdale State College,Lacrosse,Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Men,36,,$931 ,"$33,516 ",,,"$71,516 ",,"$71,516 ",
SUNY College of Technology at Alfred,Lacrosse,Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Men,26,,"$1,483 ","$38,565 ",,,"$83,415 ",,"$71,012 ",
SUNY College of Agriculture and Technology at Cobleskill,Lacrosse,Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Men,20,,"$1,589 ","$31,773 ",,,"$64,406 ",,"$64,406 ",
SUNY College of Technology at Delhi,Lacrosse,Delhi,NJCAA Division III,"1,432","1,222","2,654","Public, 4-year or above",Men,30,,$977 ,"$29,320 ",,,"$63,489 ",,"$63,489 ",
Monroe Community College,Lacrosse,Rochester,NJCAA Division I,"4,504","4,859","9,363","Public, 2-year",Men,21,,"$1,442 ","$30,278 ",,,"$56,924 ",,"$58,532 ",
SUNY Institute of Technology at Utica-Rome,Lacrosse,Utica,NCAA Division III (without football),"1,090",523,"1,613","Public, 4-year or above",Men,25,,"$1,681 ","$42,014 ",,,"$59,045 ",,"$58,213 ",
Houghton College,Lacrosse,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Men,21,,"$1,027 ","$21,563 ",,,"$56,440 ",,"$56,440 ",
SUNY College of Technology at Canton,Lacrosse,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Men,30,,"$1,156 ","$34,670 ",,,"$53,543 ",,"$55,910 ",
Wells College,Lacrosse,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Men,21,,"$1,226 ","$25,746 ",,,"$49,625 ",,"$49,625 ",
SUNY Broome Community College,Lacrosse,Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Men,20,,"$1,846 ","$36,925 ",,,"$45,645 ",,"$45,645 ",
Cazenovia College,Lacrosse,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Men,26,,"$1,217 ","$31,640 ",,,"$41,890 ",,"$41,890 ",
SUNY Maritime College,Lacrosse,Throggs Neck,NCAA Division III (with football),"1,419",160,"1,579","Public, 4-year or above",Men,38,,$813 ,"$30,911 ",,,"$61,710 ",,"$41,060 ",
Mohawk Valley Community College,Lacrosse,Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Men,19,,"$1,231 ","$23,389 ",,,"$40,766 ",,"$40,766 ",
Finger Lakes Community College,Lacrosse,Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Men,27,,$985 ,"$26,582 ",,,"$37,113 ",,"$37,113 ",
Medaille College,Lacrosse,Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Men,15,,"$1,046 ","$15,688 ",,,"$41,823 ",,"$34,422 ",
Herkimer County Community College,Lacrosse,Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Men,25,,$572 ,"$14,296 ",,,"$31,874 ",,"$31,874 ",
Jefferson Community College,Lacrosse,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Men,21,,$533 ,"$11,189 ",,,"$28,167 ",,"$28,167 ",
Hudson Valley Community College,Lacrosse,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Men,23,,$832 ,"$19,146 ",,,"$27,469 ",,"$27,469 ",
Tompkins Cortland Community College,Lacrosse,Dryden,NJCAA Division III,"1,062","1,182","2,244","Public, 2-year",Men,19,,$794 ,"$15,094 ",,,"$21,952 ",,"$21,952 ",
Cayuga County Community College,Lacrosse,Auburn,NJCAA Division III,790,"1,227","2,017","Public, 2-year",Men,10,,$242 ,"$2,419 ",,,"$8,769 ",,"$8,769 ",
Syracuse University,Lacrosse,Syracuse,NCAA Division I-A,"6,394","7,835","14,229","Private nonprofit, 4-year or above",Women,,50,,,"$11,839 ","$591,925 ",,"$1,144,563 ",,"$2,394,002 "
SUNY at Albany,Lacrosse,Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Women,,36,,,"$3,452 ","$124,287 ",,"$626,967 ",,"$616,887 "
Stony Brook University,Lacrosse,Stony Brook,NCAA Division I-AA,"8,253","6,890","15,143","Public, 4-year or above",Women,,33,,,"$4,904 ","$161,820 ",,"$1,045,542 ",,"$678,953 "
Colgate University,Lacrosse,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Women,,32,,,"$3,926 ","$125,644 ",,"$1,005,550 ",,"$1,005,550 "
Hofstra University,Lacrosse,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Women,,30,,,"$4,611 ","$138,337 ",,"$1,093,903 ",,"$1,093,903 "
SUNY at Binghamton,Lacrosse,Vestal,NCAA Division I-AAA,"6,746","6,160","12,906","Public, 4-year or above",Women,,30,,,"$2,479 ","$74,373 ",,"$489,360 ",,"$485,846 "
Le Moyne College,Lacrosse,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Women,,30,,,"$1,736 ","$52,072 ",,"$299,431 ",,"$292,076 "
Molloy College,Lacrosse,Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Women,,30,,,"$2,169 ","$65,067 ",,"$298,661 ",,"$267,424 "
Union College,Lacrosse,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Women,,30,,,"$1,371 ","$41,137 ",,"$110,519 ",,"$98,267 "
Adelphi University,Lacrosse,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Women,,29,,,"$3,819 ","$110,765 ",,"$515,935 ",,"$515,935 "
Marist College,Lacrosse,Poughkeepsie,NCAA Division I-AA,"1,993","2,879","4,872","Private nonprofit, 4-year or above",Women,,29,,,"$3,956 ","$114,716 ",,"$512,619 ",,"$512,619 "
SUNY College at Cortland,Lacrosse,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,29,,,"$2,357 ","$68,364 ",,"$169,022 ",,"$169,022 "
Clarkson University,Lacrosse,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Women,,29,,,$990 ,"$28,722 ",,"$159,682 ",,"$159,447 "
University of Rochester,Lacrosse,Rochester,NCAA Division III (with football),"2,958","2,953","5,911","Private nonprofit, 4-year or above",Women,,29,,,"$2,009 ","$58,248 ",,"$142,656 ",,"$142,656 "
Saint John Fisher College,Lacrosse,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Women,,29,,,"$2,571 ","$74,557 ",,"$126,620 ",,"$126,620 "
Cornell University,Lacrosse,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Women,,28,,,"$3,847 ","$107,721 ",,"$572,119 ",,"$572,119 "
Siena College,Lacrosse,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Women,,28,,,"$2,465 ","$69,018 ",,"$386,459 ",,"$386,459 "
