college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
Genesee Community College,Lacrosse,Batavia,NJCAA Division II,1060,1886,2946,"Public, 2-year",Men,36,,1703,61316,,,99746,,99745,
Mount Saint Mary College,Lacrosse,Newburgh,NCAA Division III (without football),522,1185,1707,"Private nonprofit, 4-year or above",Men,38,,957,36373,,,100168,,99168,
Elmira College,Lacrosse,Elmira,NCAA Division III (without football),358,819,1177,"Private nonprofit, 4-year or above",Men,21,,1299,27280,,,94697,,94697,
Keuka College,Lacrosse,Keuka Park,NCAA Division III (without football),383,964,1347,"Private nonprofit, 4-year or above",Men,33,,1360,44892,,,89915,,89915,
Manhattanville College,Lacrosse,Purchase,NCAA Division III (without football),609,1098,1707,"Private nonprofit, 4-year or above",Men,21,,636,13347,,,90394,,86505,
Hilbert College,Lacrosse,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Men,32,,1729,55339,,,77524,,77524,
College of Mount Saint Vincent,Lacrosse,Bronx,NCAA Division III (without football),490,1087,1577,"Private nonprofit, 4-year or above",Men,33,,1465,48334,,,76007,,74168,
Nassau Community College,Lacrosse,Garden City,NJCAA Division III,6765,6210,12975,"Public, 2-year",Men,49,,980,48020,,,73337,,73337,
Farmingdale State College,Lacrosse,Farmingdale,NCAA Division III (without football),3701,2451,6152,"Public, 4-year or above",Men,36,,931,33516,,,71516,,71516,
SUNY College of Technology at Alfred,Lacrosse,Alfred,NCAA Division III (with football),2139,1187,3326,"Public, 4-year or above",Men,26,,1483,38565,,,83415,,71012,
SUNY College of Agriculture and Technology at Cobleskill,Lacrosse,Cobleskill,NCAA Division III (without football),1177,1233,2410,"Public, 4-year or above",Men,20,,1589,31773,,,64406,,64406,
SUNY College of Technology at Delhi,Lacrosse,Delhi,NJCAA Division III,1432,1222,2654,"Public, 4-year or above",Men,30,,977,29320,,,63489,,63489,
Monroe Community College,Lacrosse,Rochester,NJCAA Division I,4504,4859,9363,"Public, 2-year",Men,21,,1442,30278,,,56924,,58532,
SUNY Institute of Technology at Utica-Rome,Lacrosse,Utica,NCAA Division III (without football),1090,523,1613,"Public, 4-year or above",Men,25,,1681,42014,,,59045,,58213,
Houghton College,Lacrosse,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Men,21,,1027,21563,,,56440,,56440,
SUNY College of Technology at Canton,Lacrosse,Canton,Other,1288,1505,2793,"Public, 4-year or above",Men,30,,1156,34670,,,53543,,55910,
Wells College,Lacrosse,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Men,21,,1226,25746,,,49625,,49625,
SUNY Broome Community College,Lacrosse,Binghamton,NJCAA Division III,1973,2318,4291,"Public, 2-year",Men,20,,1846,36925,,,45645,,45645,
Cazenovia College,Lacrosse,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Men,26,,1217,31640,,,41890,,41890,
SUNY Maritime College,Lacrosse,Throggs Neck,NCAA Division III (with football),1419,160,1579,"Public, 4-year or above",Men,38,,813,30911,,,61710,,41060,
Mohawk Valley Community College,Lacrosse,Utica,NJCAA Division III,1985,2002,3987,"Public, 2-year",Men,19,,1231,23389,,,40766,,40766,
Finger Lakes Community College,Lacrosse,Canandaigua,NJCAA Division III,1506,1750,3256,"Public, 2-year",Men,27,,985,26582,,,37113,,37113,
Medaille College,Lacrosse,Buffalo,NCAA Division III (without football),561,1188,1749,"Private nonprofit, 4-year or above",Men,15,,1046,15688,,,41823,,34422,
Herkimer County Community College,Lacrosse,Herkimer,NJCAA Division III,810,1023,1833,"Public, 2-year",Men,25,,572,14296,,,31874,,31874,
Jefferson Community College,Lacrosse,Watertown,NJCAA Division III,898,1234,2132,"Public, 2-year",Men,21,,533,11189,,,28167,,28167,
Hudson Valley Community College,Lacrosse,Troy,NJCAA Division III,3578,2594,6172,"Public, 2-year",Men,23,,832,19146,,,27469,,27469,
Tompkins Cortland Community College,Lacrosse,Dryden,NJCAA Division III,1062,1182,2244,"Public, 2-year",Men,19,,794,15094,,,21952,,21952,
Cayuga County Community College,Lacrosse,Auburn,NJCAA Division III,790,1227,2017,"Public, 2-year",Men,10,,242,2419,,,8769,,8769,
Syracuse University,Lacrosse,Syracuse,NCAA Division I-A,6394,7835,14229,"Private nonprofit, 4-year or above",Women,,50,,,11839,591925,,1144563,,2394002
SUNY at Albany,Lacrosse,Albany,NCAA Division I-AA,6228,5867,12095,"Public, 4-year or above",Women,,36,,,3452,124287,,626967,,616887
Stony Brook University,Lacrosse,Stony Brook,NCAA Division I-AA,8253,6890,15143,"Public, 4-year or above",Women,,33,,,4904,161820,,1045542,,678953
Colgate University,Lacrosse,Hamilton,NCAA Division I-AA,1305,1558,2863,"Private nonprofit, 4-year or above",Women,,32,,,3926,125644,,1005550,,1005550
Hofstra University,Lacrosse,Hempstead,NCAA Division I-AAA,2970,3460,6430,"Private nonprofit, 4-year or above",Women,,30,,,4611,138337,,1093903,,1093903
SUNY at Binghamton,Lacrosse,Vestal,NCAA Division I-AAA,6746,6160,12906,"Public, 4-year or above",Women,,30,,,2479,74373,,489360,,485846
Le Moyne College,Lacrosse,Syracuse,NCAA Division II (without football),1104,1385,2489,"Private nonprofit, 4-year or above",Women,,30,,,1736,52072,,299431,,292076
Molloy College,Lacrosse,Rockville Centre,NCAA Division II (without football),710,1964,2674,"Private nonprofit, 4-year or above",Women,,30,,,2169,65067,,298661,,267424
Union College,Lacrosse,Schenectady,NCAA Division III (with football),1193,1009,2202,"Private nonprofit, 4-year or above",Women,,30,,,1371,41137,,110519,,98267
Adelphi University,Lacrosse,Garden City,NCAA Division II (without football),1403,3173,4576,"Private nonprofit, 4-year or above",Women,,29,,,3819,110765,,515935,,515935
Marist College,Lacrosse,Poughkeepsie,NCAA Division I-AA,1993,2879,4872,"Private nonprofit, 4-year or above",Women,,29,,,3956,114716,,512619,,512619
SUNY College at Cortland,Lacrosse,Cortland,NCAA Division III (with football),2631,3572,6203,"Public, 4-year or above",Women,,29,,,2357,68364,,169022,,169022
Clarkson University,Lacrosse,Potsdam,NCAA Division III (without football),2201,920,3121,"Private nonprofit, 4-year or above",Women,,29,,,990,28722,,159682,,159447
University of Rochester,Lacrosse,Rochester,NCAA Division III (with football),2958,2953,5911,"Private nonprofit, 4-year or above",Women,,29,,,2009,58248,,142656,,142656
Saint John Fisher College,Lacrosse,Rochester,NCAA Division III (with football),1078,1581,2659,"Private nonprofit, 4-year or above",Women,,29,,,2571,74557,,126620,,126620
Cornell University,Lacrosse,Ithaca,NCAA Division I-AA,6976,7206,14182,"Private nonprofit, 4-year or above",Women,,28,,,3847,107721,,572119,,572119
Siena College,Lacrosse,Loudonville,NCAA Division I-AAA,1428,1556,2984,"Private nonprofit, 4-year or above",Women,,28,,,2465,69018,,386459,,386459
Columbia University - NYC,Lacrosse,New York,NCAA Division I-AA,3926,3570,7496,"Private nonprofit, 4-year or above",Women,,28,,,3512,98347,,369542,,369542
Manhattan College,Lacrosse,Riverdale,NCAA Division I-AAA,1811,1465,3276,"Private nonprofit, 4-year or above",Women,,27,,,2257,60929,,550599,,550600
Niagara University,Lacrosse,Niagara University,NCAA Division I-AAA,1149,1669,2818,"Private nonprofit, 4-year or above",Women,,27,,,3692,99674,,503819,,503819
Hamilton College,Lacrosse,Clinton,NCAA Division III (with football),918,972,1890,"Private nonprofit, 4-year or above",Women,,27,,,2762,74573,,210922,,210922
Ithaca College,Lacrosse,Ithaca,NCAA Division III (with football),2551,3452,6003,"Private nonprofit, 4-year or above",Women,,27,,,2265,61148,,166486,,166486
Canisius College,Lacrosse,Buffalo,NCAA Division I-AAA,1251,1449,2700,"Private nonprofit, 4-year or above",Women,,26,,,3485,90606,,455752,,455752
Iona College,Lacrosse,New Rochelle,NCAA Division I-AA,1394,1599,2993,"Private nonprofit, 4-year or above",Women,,26,,,1831,47597,,319818,,319818
Rochester Institute of Technology,Lacrosse,Rochester,Other,8188,4003,12191,"Private nonprofit, 4-year or above",Women,,26,,,2154,56010,,172952,,172952
Wagner College,Lacrosse,Staten Island,NCAA Division I-A,657,1105,1762,"Private nonprofit, 4-year or above",Women,,25,,,2999,74968,,537305,,542570
SUNY College at Geneseo,Lacrosse,Geneseo,NCAA Division III (without football),2278,3136,5414,"Public, 4-year or above",Women,,25,,,2178,54458,,128208,,126001
St Lawrence University,Lacrosse,Canton,NCAA Division III (with football),1065,1215,2280,"Private nonprofit, 4-year or above",Women,,25,,,1207,30184,,114558,,114558
Roberts Wesleyan College,Lacrosse,Rochester,NCAA Division II (without football),385,834,1219,"Private nonprofit, 4-year or above",Women,,24,,,2991,71772,,269895,,257643
Mercy College,Lacrosse,Dobbs Ferry,NCAA Division II (without football),1636,3474,5110,"Private nonprofit, 4-year or above",Women,,24,,,3443,82640,,256957,,248097
Nazareth College,Lacrosse,Rochester,NCAA Division III (without football),535,1382,1917,"Private nonprofit, 4-year or above",Women,,24,,,1302,31243,,116626,,101524
Onondaga Community College,Lacrosse,Syracuse,NJCAA Division III,3184,3062,6246,"Public, 2-year",Women,,24,,,1528,36683,,69495,,65700
Monroe Community College,Lacrosse,Rochester,NJCAA Division I,4504,4859,9363,"Public, 2-year",Women,,24,,,771,18500,,113996,,46209
LIU Post,Lacrosse,Brookville,NCAA Division II (with football),1317,2038,3355,"Private nonprofit, 4-year or above",Women,,23,,,3977,91481,,646307,,646307
Hobart William Smith Colleges,Lacrosse,Geneva,NCAA Division III (with football),1094,1248,2342,"Private nonprofit, 4-year or above",Women,,23,,,1227,28220,,180467,,180467
SUNY Buffalo State,Lacrosse,Buffalo,NCAA Division III (with football),3485,4793,8278,"Public, 4-year or above",Women,,23,,,2113,48610,,144755,,154271
Utica College,Lacrosse,Utica,NCAA Division III (with football),969,1227,2196,"Private nonprofit, 4-year or above",Women,,23,,,1293,29730,,123286,,117724
LIU Brooklyn,Lacrosse,Brooklyn,NCAA Division I-AAA,1312,2798,4110,"Private nonprofit, 4-year or above",Women,,22,,,4059,89294,,667236,,667236
SUNY College at Potsdam,Lacrosse,Potsdam,NCAA Division III (without football),1562,2011,3573,"Public, 4-year or above",Women,,22,,,2597,57130,,113777,,111069
SUNY College at Oswego,Lacrosse,Oswego,NAIA Division III,3316,3516,6832,"Public, 4-year or above",Women,,22,,,2999,65987,,100185,,108478
SUNY Oneonta,Lacrosse,Oneonta,NCAA Division III (without football),2237,3474,5711,"Public, 4-year or above",Women,,22,,,1242,27330,,100719,,100719
Farmingdale State College,Lacrosse,Farmingdale,NCAA Division III (without football),3701,2451,6152,"Public, 4-year or above",Women,,22,,,703,15473,,50973,,50973
State University of New York at New Paltz,Lacrosse,New Paltz,NCAA Division III (without football),2299,3751,6050,"Public, 4-year or above",Women,,21,,,665,13957,,204142,,204142
Vassar College,Lacrosse,Poughkeepsie,NCAA Division III (without football),1049,1331,2380,"Private nonprofit, 4-year or above",Women,,21,,,1408,29558,,163311,,163311
SUNY College at Brockport,Lacrosse,Brockport,NCAA Division III (with football),2904,3400,6304,"Public, 4-year or above",Women,,21,,,1296,27224,,111413,,111413
Hartwick College,Lacrosse,Oneonta,NAIA Division III,591,915,1506,"Private nonprofit, 4-year or above",Women,,21,,,1047,21994,,98152,,98152
Elmira College,Lacrosse,Elmira,NCAA Division III (without football),358,819,1177,"Private nonprofit, 4-year or above",Women,,21,,,1582,33220,,73874,,73874
Saint Joseph's College-New York,Lacrosse,Brooklyn,NCAA Division III (without football),1103,2118,3221,"Private nonprofit, 4-year or above",Women,,21,,,1177,24726,,35794,,35794
Nassau Community College,Lacrosse,Garden City,NJCAA Division III,6765,6210,12975,"Public, 2-year",Women,,21,,,704,14784,,32946,,32946
Pace University-New York,Lacrosse,New York,NCAA Division II (with football),2857,4362,7219,"Private nonprofit, 4-year or above",Women,,20,,,2396,47929,,224074,,219206
St. Thomas Aquinas College,Lacrosse,Sparkill,NCAA Division II (without football),506,580,1086,"Private nonprofit, 4-year or above",Women,,20,,,1618,32360,,191458,,174916
Skidmore College,Lacrosse,Saratoga Springs,NCAA Division III (without football),1051,1546,2597,"Private nonprofit, 4-year or above",Women,,20,,,2452,49040,,117755,,117755
Keuka College,Lacrosse,Keuka Park,NCAA Division III (without football),383,964,1347,"Private nonprofit, 4-year or above",Women,,20,,,1856,37112,,66145,,66145
SUNY College of Technology at Canton,Lacrosse,Canton,Other,1288,1505,2793,"Public, 4-year or above",Women,,20,,,1220,24397,,41884,,42200
Genesee Community College,Lacrosse,Batavia,NJCAA Division II,1060,1886,2946,"Public, 2-year",Women,,20,,,620,12397,,19449,,19449
St Bonaventure University,Lacrosse,Saint Bonaventure,NCAA Division I-AAA,851,867,1718,"Private nonprofit, 4-year or above",Women,,19,,,2891,54921,,324431,,324431
SUNY at Fredonia,Lacrosse,Fredonia,NCAA Division III (without football),2174,2621,4795,"Public, 4-year or above",Women,,19,,,4779,90795,,127844,,127844
Rensselaer Polytechnic Institute,Lacrosse,Troy,NCAA Division III (with football),3861,1695,5556,"Private nonprofit, 4-year or above",Women,,19,,,2227,42313,,124321,,112306
The Sage Colleges,Lacrosse,Troy,NCAA Division III (without football),311,1147,1458,"Private nonprofit, 4-year or above",Women,,19,,,1167,22174,,39725,,34904
College of Mount Saint Vincent,Lacrosse,Bronx,NCAA Division III (without football),490,1087,1577,"Private nonprofit, 4-year or above",Women,,19,,,763,14501,,31816,,30273
Cazenovia College,Lacrosse,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Women,,19,,,1002,19030,,25380,,25380
Dowling College,Lacrosse,Oakdale,NCAA Division II (without football),562,518,1080,"Private nonprofit, 4-year or above",Women,,18,,,1591,28629,,224489,,224489
Morrisville State College,Lacrosse,Morrisville,NCAA Division III (with football),1283,1221,2504,"Public, 4-year or above",Women,,18,,,2865,51575,,117402,,117401
Bard College,Lacrosse,Annandale-On-Hudson,NCAA Division III (without football),888,1094,1982,"Private nonprofit, 4-year or above",Women,,18,,,1806,32508,,89059,,89059
Mount Saint Mary College,Lacrosse,Newburgh,NCAA Division III (without football),522,1185,1707,"Private nonprofit, 4-year or above",Women,,18,,,1344,24192,,74748,,70934
SUNY at Purchase College,Lacrosse,Purchase,NCAA Division III (without football),1648,2046,3694,"Public, 4-year or above",Women,,18,,,1211,21804,,42000,,41349
Herkimer County Community College,Lacrosse,Herkimer,NJCAA Division III,810,1023,1833,"Public, 2-year",Women,,18,,,585,10531,,28609,,28609
Dominican College of Blauvelt,Lacrosse,Orangeburg,NCAA Division II (without football),469,800,1269,"Private nonprofit, 4-year or above",Women,,17,,,1150,19547,,132848,,132848
CUNY Queens College,Lacrosse,Queens,NCAA Division II (without football),4942,6119,11061,"Public, 4-year or above",Women,,17,,,605,10286,,98355,,97217
Manhattanville College,Lacrosse,Purchase,NCAA Division III (without football),609,1098,1707,"Private nonprofit, 4-year or above",Women,,17,,,742,12616,,78998,,81374
Hilbert College,Lacrosse,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Women,,17,,,1467,24941,,36723,,36723
Mohawk Valley Community College,Lacrosse,Utica,NJCAA Division III,1985,2002,3987,"Public, 2-year",Women,,17,,,1000,17000,,31994,,31994
SUNY Maritime College,Lacrosse,Throggs Neck,NCAA Division III (with football),1419,160,1579,"Public, 4-year or above",Women,,17,,,662,11260,,25351,,29908
Nyack College,Lacrosse,Nyack,NCAA Division II (without football),544,872,1416,"Private nonprofit, 4-year or above",Women,,16,,,1300,20792,,144178,,144178
SUNY Institute of Technology at Utica-Rome,Lacrosse,Utica,NCAA Division III (without football),1090,523,1613,"Public, 4-year or above",Women,,16,,,2520,40314,,65112,,64817
SUNY College at Old Westbury,Lacrosse,Old Westbury,NCAA Division III (without football),1494,2142,3636,"Public, 4-year or above",Women,,16,,,1519,24300,,53950,,52934
Wells College,Lacrosse,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Women,,16,,,1072,17155,,40312,,40312
Jefferson Community College,Lacrosse,Watertown,NJCAA Division III,898,1234,2132,"Public, 2-year",Women,,16,,,916,14651,,25434,,25434
Alfred University,Lacrosse,Alfred,NCAA Division III (with football),928,881,1809,"Private nonprofit, 4-year or above",Women,,15,,,1112,16678,,77076,,77076
Medaille College,Lacrosse,Buffalo,NCAA Division III (without football),561,1188,1749,"Private nonprofit, 4-year or above",Women,,15,,,1637,24557,,40207,,42112
Houghton College,Lacrosse,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Women,,14,,,1387,19420,,42029,,42029
United States Merchant Marine Academy,Lacrosse,Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Women,,13,,,2395,31138,,83123,,83123
Erie Community College,Lacrosse,Buffalo,NJCAA Division III,4307,4006,8313,"Public, 2-year",Women,,13,,,1646,21399,,51369,,51382
